accession	message	sample_name	sample_title	bioproject_accession	organism	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	lat_lon	sample_location	sample_content	runid	libraryid
SAMN33821754	Successfully loaded	MQ211110-38			wastewater metagenome	2019-06-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-38
SAMN33821755	Successfully loaded	MQ211110-39			wastewater metagenome	2019-04-16	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-39
SAMN33821756	Successfully loaded	MQ211110-40			wastewater metagenome	2019-03-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-40
SAMN33821757	Successfully loaded	MQ211110-41			wastewater metagenome	2019-06-26	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-41
SAMN33821758	Successfully loaded	MQ211110-43			wastewater metagenome	2019-07-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-43
SAMN33821759	Successfully loaded	MQ211110-44			wastewater metagenome	2019-06-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-44
SAMN33821760	Successfully loaded	MQ211110-45			wastewater metagenome	2019-07-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-45
SAMN33821761	Successfully loaded	MQ211110-46			wastewater metagenome	2019-03-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-46
SAMN33821762	Successfully loaded	MQ211110-47			wastewater metagenome	2019-08-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-47
SAMN33821763	Successfully loaded	MQ211110-48			wastewater metagenome	2019-08-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-48
SAMN33821764	Successfully loaded	MQ211110-49			wastewater metagenome	2019-08-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-49
SAMN33821765	Successfully loaded	MQ211110-50			wastewater metagenome	2019-04-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-50
SAMN33821766	Successfully loaded	MQ211110-51			wastewater metagenome	2019-08-09	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (S)	IWW	211110_M00878_0461_000000000-K3PYV_1	LIB-RANDSOe-B-1A-51
SAMN33821767	Successfully loaded	MQ211117-1			wastewater metagenome	2020-02-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-1
SAMN33821768	Successfully loaded	MQ211117-2			wastewater metagenome	2019-08-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-2
SAMN33821769	Successfully loaded	MQ211117-3			wastewater metagenome	2019-08-09	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-3
SAMN33821770	Successfully loaded	MQ211117-4			wastewater metagenome	2020-01-29	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-4
SAMN33821771	Successfully loaded	MQ211117-5			wastewater metagenome	2019-07-30	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-5
SAMN33821772	Successfully loaded	MQ211117-6			wastewater metagenome	2020-02-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-6
SAMN33821773	Successfully loaded	MQ211117-7			wastewater metagenome	2019-08-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-7
SAMN33821774	Successfully loaded	MQ211117-9			wastewater metagenome	2019-08-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-9
SAMN33821775	Successfully loaded	MQ211117-10			wastewater metagenome	2019-12-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-10
SAMN33821776	Successfully loaded	MQ211117-11			wastewater metagenome	2019-10-03	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-11
SAMN33821777	Successfully loaded	MQ211117-12			wastewater metagenome	2020-01-17	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-12
SAMN33821778	Successfully loaded	MQ211117-14			wastewater metagenome	2019-09-04	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-14
SAMN33821779	Successfully loaded	MQ211117-15			wastewater metagenome	2019-10-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-15
SAMN33821780	Successfully loaded	MQ211117-17			wastewater metagenome	2019-09-17	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-17
SAMN33821781	Successfully loaded	MQ211117-18			wastewater metagenome	2019-09-13	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-18
SAMN33821782	Successfully loaded	MQ211117-20			wastewater metagenome	2019-12-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-20
SAMN33821783	Successfully loaded	MQ211117-21			wastewater metagenome	2019-05-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-21
SAMN33821784	Successfully loaded	MQ211117-22			wastewater metagenome	2019-04-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-22
SAMN33821785	Successfully loaded	MQ211117-23			wastewater metagenome	2020-01-07	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-23
SAMN33821786	Successfully loaded	MQ211117-24			wastewater metagenome	2019-12-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-24
SAMN33821787	Successfully loaded	MQ211117-25			wastewater metagenome	2019-05-22	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-25
SAMN33821788	Successfully loaded	MQ211117-27			wastewater metagenome	2020-01-21	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-27
SAMN33821789	Successfully loaded	MQ211117-28			wastewater metagenome	2019-11-08	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-28
SAMN33821790	Successfully loaded	MQ211117-29			wastewater metagenome	2019-10-31	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-29
SAMN33821791	Successfully loaded	MQ211117-30			wastewater metagenome	2019-05-28	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-30
SAMN33821792	Successfully loaded	MQ211117-33			wastewater metagenome	2019-11-20	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-33
SAMN33821793	Successfully loaded	MQ211117-35			wastewater metagenome	2019-11-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-35
SAMN33821794	Successfully loaded	MQ211117-36			wastewater metagenome	2019-06-06	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-36
SAMN33821795	Successfully loaded	MQ211117-37			wastewater metagenome	2019-10-23	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-37
SAMN33821796	Successfully loaded	MQ211117-38			wastewater metagenome	2019-06-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-38
SAMN33821797	Successfully loaded	MQ211117-39			wastewater metagenome	2019-07-11	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-39
SAMN33821798	Successfully loaded	MQ211117-40			wastewater metagenome	2019-06-14	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-40
SAMN33821799	Successfully loaded	MQ211117-41			wastewater metagenome	2019-07-05	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-41
SAMN33821800	Successfully loaded	MQ211117-42			wastewater metagenome	2019-07-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-42
SAMN33821801	Successfully loaded	MQ211117-43			wastewater metagenome	2020-02-18	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-43
SAMN33821802	Successfully loaded	MQ211117-44			wastewater metagenome	2019-06-26	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-44
SAMN33821803	Successfully loaded	MQ211117-45			wastewater metagenome	2019-07-25	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-45
SAMN33821804	Successfully loaded	MQ211117-46			wastewater metagenome	2019-03-15	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-46
SAMN33821805	Successfully loaded	MQ211117-47			wastewater metagenome	2019-04-16	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-47
SAMN33821806	Successfully loaded	MQ211117-48			wastewater metagenome	2019-04-12	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-48
SAMN33821807	Successfully loaded	MQ211117-50			wastewater metagenome	2019-03-19	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-50
SAMN33821808	Successfully loaded	MQ211117-51			wastewater metagenome	2019-03-27	aquatic biome [ENVO:00002030]	Waste Water [ENVO:00002001]	Waste Water [ENVO:00002001]	Denmark:Randers	56.4539 N 10.0708 E	before primary settling (SV)	IWW	211117_M00878_0463_000000000-K45N7_1	LIB-RANDSV-B-1A-51
